"Store No.","Date","Time","Millisecond","V-1","A-1","W-1","VA-1","var-1","PF-1","deg-1","VHz-1","AHz-1","Wh-1","Wh+-1","TIME"
5807,  2023/06/16,09:33:49,265,  221.13 ,   4.010 , 0.8755E+03, 0.8868E+03, 0.1412E+03,  0.9872 ,G    9.2 ,  59.961 ,   Error ,  359.33 ,  359.35 ,     0:24:41
5808,  2023/06/16,09:33:49,525,  220.79 ,   4.016 , 0.8756E+03, 0.8866E+03, 0.1398E+03,  0.9875 ,G    9.1 ,  59.952 ,   Error ,  359.39 ,  359.41 ,     0:24:41
5809,  2023/06/16,09:33:49,765,  220.57 ,   3.999 , 0.8717E+03, 0.8820E+03, 0.1344E+03,  0.9883 ,G    8.8 ,  59.961 ,   Error ,  359.45 ,  359.47 ,     0:24:41
5810,  2023/06/16,09:33:50, 25,  220.92 ,   4.010 , 0.8747E+03, 0.8860E+03, 0.1409E+03,  0.9873 ,G    9.2 ,  59.957 ,   Error ,  359.51 ,  359.53 ,     0:24:42
5811,  2023/06/16,09:33:50,265,  221.00 ,   4.011 , 0.8754E+03, 0.8865E+03, 0.1400E+03,  0.9875 ,G    9.1 ,  59.957 ,   Error ,  359.57 ,  359.59 ,     0:24:42
5812,  2023/06/16,09:33:50,515,  220.71 ,   3.993 , 0.8709E+03, 0.8812E+03, 0.1344E+03,  0.9883 ,G    8.8 ,  59.954 ,   Error ,  359.63 ,  359.66 ,     0:24:42
5813,  2023/06/16,09:33:50,755,  221.16 ,   4.005 , 0.8745E+03, 0.8858E+03, 0.1409E+03,  0.9873 ,G    9.2 ,  59.957 ,   Error ,  359.70 ,  359.72 ,     0:24:42
5814,  2023/06/16,09:33:51, 25,  220.89 ,   4.012 , 0.8753E+03, 0.8863E+03, 0.1393E+03,  0.9876 ,G    9.0 ,  59.948 ,   Error ,  359.76 ,  359.78 ,     0:24:43
5815,  2023/06/16,09:33:51,265,  220.66 ,   3.997 , 0.8718E+03, 0.8820E+03, 0.1342E+03,  0.9884 ,G    8.8 ,  59.959 ,   Error ,  359.82 ,  359.84 ,     0:24:43
5816,  2023/06/16,09:33:51,515,  220.95 ,   4.010 , 0.8746E+03, 0.8860E+03, 0.1411E+03,  0.9872 ,G    9.2 ,  59.950 ,   Error ,  359.88 ,  359.90 ,     0:24:43
5817,  2023/06/16,09:33:51,765,  220.81 ,   4.013 , 0.8752E+03, 0.8862E+03, 0.1395E+03,  0.9875 ,G    9.1 ,  59.954 ,   Error ,  359.94 ,  359.96 ,     0:24:43
5818,  2023/06/16,09:33:52, 25,  220.46 ,   3.999 , 0.8712E+03, 0.8815E+03, 0.1342E+03,  0.9883 ,G    8.8 ,  59.948 ,   Error ,  360.00 ,  360.02 ,     0:24:44
5819,  2023/06/16,09:33:52,275,  221.11 ,   4.008 , 0.8749E+03, 0.8862E+03, 0.1408E+03,  0.9873 ,G    9.1 ,  59.957 ,   Error ,  360.06 ,  360.08 ,     0:24:44
5820,  2023/06/16,09:33:52,515,  220.98 ,   4.007 , 0.8744E+03, 0.8855E+03, 0.1394E+03,  0.9875 ,G    9.1 ,  59.943 ,   Error ,  360.12 ,  360.14 ,     0:24:44
5821,  2023/06/16,09:33:52,765,  220.74 ,   3.994 , 0.8713E+03, 0.8816E+03, 0.1346E+03,  0.9883 ,G    8.8 ,  59.954 ,   Error ,  360.18 ,  360.20 ,     0:24:44
5822,  2023/06/16,09:33:53, 15,  221.02 ,   4.007 , 0.8746E+03, 0.8857E+03, 0.1403E+03,  0.9874 ,G    9.1 ,  59.943 ,   Error ,  360.24 ,  360.26 ,     0:24:45
5823,  2023/06/16,09:33:53,265,  220.95 ,   4.008 , 0.8745E+03, 0.8856E+03, 0.1392E+03,  0.9876 ,G    9.0 ,  59.950 ,   Error ,  360.30 ,  360.32 ,     0:24:45
5824,  2023/06/16,09:33:53,515,  220.55 ,   3.995 , 0.8707E+03, 0.8810E+03, 0.1347E+03,  0.9883 ,G    8.8 ,  59.943 ,   Error ,  360.36 ,  360.38 ,     0:24:45
5825,  2023/06/16,09:33:53,765,  220.99 ,   4.008 , 0.8745E+03, 0.8857E+03, 0.1405E+03,  0.9873 ,G    9.1 ,  59.950 ,   Error ,  360.42 ,  360.44 ,     0:24:45
5826,  2023/06/16,09:33:54, 15,  220.81 ,   4.003 , 0.8725E+03, 0.8838E+03, 0.1405E+03,  0.9873 ,G    9.1 ,  59.941 ,   Error ,  360.48 ,  360.50 ,     0:24:46
5827,  2023/06/16,09:33:54,265,  221.08 ,   4.009 , 0.8752E+03, 0.8863E+03, 0.1396E+03,  0.9875 ,G    9.1 ,  59.954 ,   Error ,  360.54 ,  360.57 ,     0:24:46
5828,  2023/06/16,09:33:54,515,  220.87 ,   3.993 , 0.8716E+03, 0.8819E+03, 0.1349E+03,  0.9882 ,G    8.8 ,  59.944 ,   Error ,  360.61 ,  360.63 ,     0:24:46
5829,  2023/06/16,09:33:54,775,  221.06 ,   4.003 , 0.8737E+03, 0.8849E+03, 0.1404E+03,  0.9873 ,G    9.1 ,  59.950 ,   Error ,  360.67 ,  360.69 ,     0:24:46
5830,  2023/06/16,09:33:55, 15,  221.12 ,   4.011 , 0.8757E+03, 0.8868E+03, 0.1401E+03,  0.9874 ,G    9.1 ,  59.946 ,   Error ,  360.73 ,  360.75 ,     0:24:47
5831,  2023/06/16,09:33:55,275,  220.88 ,   3.995 , 0.8721E+03, 0.8825E+03, 0.1350E+03,  0.9882 ,G    8.8 ,  59.956 ,   Error ,  360.79 ,  360.81 ,     0:24:47
5832,  2023/06/16,09:33:55,525,  220.97 ,   4.003 , 0.8733E+03, 0.8845E+03, 0.1407E+03,  0.9873 ,G    9.2 ,  59.944 ,   Error ,  360.85 ,  360.87 ,     0:24:47
5833,  2023/06/16,09:33:55,785,  221.00 ,   4.012 , 0.8756E+03, 0.8867E+03, 0.1403E+03,  0.9874 ,G    9.1 ,  59.952 ,   Error ,  360.91 ,  360.93 ,     0:24:47
5834,  2023/06/16,09:33:56, 15,  220.65 ,   3.995 , 0.8711E+03, 0.8815E+03, 0.1349E+03,  0.9882 ,G    8.8 ,  59.946 ,   Error ,  360.97 ,  360.99 ,     0:24:48
5835,  2023/06/16,09:33:56,275,  220.97 ,   4.002 , 0.8730E+03, 0.8842E+03, 0.1406E+03,  0.9873 ,G    9.1 ,  59.948 ,   Error ,  361.03 ,  361.05 ,     0:24:48
5836,  2023/06/16,09:33:56,515,  221.17 ,   4.008 , 0.8753E+03, 0.8865E+03, 0.1405E+03,  0.9874 ,G    9.1 ,  59.948 ,   Error ,  361.09 ,  361.11 ,     0:24:48
5837,  2023/06/16,09:33:56,785,  220.84 ,   3.994 , 0.8716E+03, 0.8821E+03, 0.1355E+03,  0.9881 ,G    8.8 ,  59.952 ,   Error ,  361.15 ,  361.17 ,     0:24:48
5838,  2023/06/16,09:33:57, 25,  221.06 ,   4.002 , 0.8734E+03, 0.8847E+03, 0.1411E+03,  0.9872 ,G    9.2 ,  59.944 ,   Error ,  361.21 ,  361.23 ,     0:24:49
5839,  2023/06/16,09:33:57,275,  221.09 ,   4.011 , 0.8756E+03, 0.8867E+03, 0.1401E+03,  0.9874 ,G    9.1 ,  59.954 ,   Error ,  361.27 ,  361.29 ,     0:24:49
5840,  2023/06/16,09:33:57,515,  220.74 ,   3.995 , 0.8715E+03, 0.8819E+03, 0.1350E+03,  0.9882 ,G    8.8 ,  59.948 ,   Error ,  361.33 ,  361.35 ,     0:24:49
5841,  2023/06/16,09:33:57,775,  220.95 ,   4.005 , 0.8736E+03, 0.8849E+03, 0.1407E+03,  0.9873 ,G    9.2 ,  59.950 ,   Error ,  361.39 ,  361.42 ,     0:24:49
5842,  2023/06/16,09:33:58, 15,  220.96 ,   4.010 , 0.8748E+03, 0.8860E+03, 0.1401E+03,  0.9874 ,G    9.1 ,  59.948 ,   Error ,  361.46 ,  361.48 ,     0:24:50
5843,  2023/06/16,09:33:58,265,  220.77 ,   3.992 , 0.8709E+03, 0.8813E+03, 0.1347E+03,  0.9883 ,G    8.8 ,  59.954 ,   Error ,  361.52 ,  361.54 ,     0:24:50
5844,  2023/06/16,09:33:58,525,  221.21 ,   4.001 , 0.8736E+03, 0.8850E+03, 0.1412E+03,  0.9872 ,G    9.2 ,  59.946 ,   Error ,  361.58 ,  361.60 ,     0:24:50
5845,  2023/06/16,09:33:58,775,  221.15 ,   4.010 , 0.8756E+03, 0.8869E+03, 0.1409E+03,  0.9873 ,G    9.1 ,  59.952 ,   Error ,  361.64 ,  361.66 ,     0:24:50
5846,  2023/06/16,09:33:59, 15,  220.77 ,   3.992 , 0.8711E+03, 0.8814E+03, 0.1344E+03,  0.9883 ,G    8.8 ,  59.946 ,   Error ,  361.70 ,  361.72 ,     0:24:51
5847,  2023/06/16,09:33:59,295,  221.08 ,   4.003 , 0.8736E+03, 0.8849E+03, 0.1413E+03,  0.9872 ,G    9.2 ,  59.950 ,   Error ,  361.76 ,  361.78 ,     0:24:51
5848,  2023/06/16,09:33:59,515,  220.98 ,   4.010 , 0.8748E+03, 0.8861E+03, 0.1409E+03,  0.9873 ,G    9.2 ,  59.948 ,   Error ,  361.82 ,  361.84 ,     0:24:51
5849,  2023/06/16,09:33:59,775,  220.63 ,   3.992 , 0.8704E+03, 0.8807E+03, 0.1342E+03,  0.9883 ,G    8.8 ,  59.950 ,   Error ,  361.88 ,  361.90 ,     0:24:51
5850,  2023/06/16,09:34:00, 25,  220.93 ,   4.002 , 0.8730E+03, 0.8843E+03, 0.1408E+03,  0.9872 ,G    9.2 ,  59.944 ,   Error ,  361.94 ,  361.96 ,     0:24:52
5851,  2023/06/16,09:34:00,295,  220.96 ,   4.011 , 0.8751E+03, 0.8862E+03, 0.1401E+03,  0.9874 ,G    9.1 ,  59.952 ,   Error ,  362.00 ,  362.02 ,     0:24:52
5852,  2023/06/16,09:34:00,515,  220.78 ,   3.994 , 0.8717E+03, 0.8819E+03, 0.1337E+03,  0.9884 ,G    8.7 ,  59.946 ,   Error ,  362.06 ,  362.08 ,     0:24:52
5853,  2023/06/16,09:34:00,765,  221.11 ,   4.004 , 0.8741E+03, 0.8854E+03, 0.1407E+03,  0.9873 ,G    9.1 ,  59.948 ,   Error ,  362.12 ,  362.14 ,     0:24:52
5854,  2023/06/16,09:34:01, 25,  221.03 ,   4.010 , 0.8750E+03, 0.8862E+03, 0.1404E+03,  0.9874 ,G    9.1 ,  59.944 ,   Error ,  362.18 ,  362.20 ,     0:24:53
5855,  2023/06/16,09:34:01,275,  220.76 ,   3.995 , 0.8716E+03, 0.8819E+03, 0.1345E+03,  0.9883 ,G    8.8 ,  59.948 ,   Error ,  362.24 ,  362.26 ,     0:24:53
5856,  2023/06/16,09:34:01,515,  220.99 ,   4.006 , 0.8739E+03, 0.8852E+03, 0.1411E+03,  0.9872 ,G    9.2 ,  59.942 ,   Error ,  362.30 ,  362.32 ,     0:24:53
5857,  2023/06/16,09:34:01,785,  220.89 ,   4.012 , 0.8749E+03, 0.8861E+03, 0.1408E+03,  0.9873 ,G    9.1 ,  59.948 ,   Error ,  362.36 ,  362.38 ,     0:24:53
5858,  2023/06/16,09:34:02, 35,  220.63 ,   3.993 , 0.8705E+03, 0.8809E+03, 0.1349E+03,  0.9882 ,G    8.8 ,  59.940 ,   Error ,  362.42 ,  362.45 ,     0:24:54
5859,  2023/06/16,09:34:02,265,  220.99 ,   4.008 , 0.8744E+03, 0.8858E+03, 0.1417E+03,  0.9871 ,G    9.2 ,  59.945 ,   Error ,  362.49 ,  362.51 ,     0:24:54
5860,  2023/06/16,09:34:02,525,  221.05 ,   4.011 , 0.8753E+03, 0.8867E+03, 0.1416E+03,  0.9872 ,G    9.2 ,  59.943 ,   Error ,  362.55 ,  362.57 ,     0:24:54
5861,  2023/06/16,09:34:02,765,  220.73 ,   3.995 , 0.8712E+03, 0.8817E+03, 0.1356E+03,  0.9881 ,G    8.8 ,  59.943 ,   Error ,  362.61 ,  362.63 ,     0:24:54
5862,  2023/06/16,09:34:03, 25,  221.03 ,   4.008 , 0.8745E+03, 0.8859E+03, 0.1419E+03,  0.9871 ,G    9.2 ,  59.941 ,   Error ,  362.67 ,  362.69 ,     0:24:55
5863,  2023/06/16,09:34:03,265,  220.92 ,   4.012 , 0.8749E+03, 0.8862E+03, 0.1414E+03,  0.9872 ,G    9.2 ,  59.945 ,   Error ,  362.73 ,  362.75 ,     0:24:55
5864,  2023/06/16,09:34:03,535,  220.64 ,   3.994 , 0.8707E+03, 0.8812E+03, 0.1356E+03,  0.9881 ,G    8.9 ,  59.939 ,   Error ,  362.79 ,  362.81 ,     0:24:55
5865,  2023/06/16,09:34:03,785,  220.84 ,   4.008 , 0.8737E+03, 0.8851E+03, 0.1413E+03,  0.9872 ,G    9.2 ,  59.941 ,   Error ,  362.85 ,  362.87 ,     0:24:55
5866,  2023/06/16,09:34:04, 25,  220.76 ,   4.002 , 0.8720E+03, 0.8835E+03, 0.1417E+03,  0.9870 ,G    9.2 ,  59.941 ,   Error ,  362.91 ,  362.93 ,     0:24:56
5867,  2023/06/16,09:34:04,275,  220.96 ,   4.012 , 0.8754E+03, 0.8865E+03, 0.1397E+03,  0.9875 ,G    9.1 ,  59.941 ,   Error ,  362.97 ,  362.99 ,     0:24:56
5868,  2023/06/16,09:34:04,515,  220.80 ,   4.000 , 0.8726E+03, 0.8831E+03, 0.1362E+03,  0.9880 ,G    8.9 ,  59.936 ,   Error ,  363.03 ,  363.05 ,     0:24:56
5869,  2023/06/16,09:34:05,775,  220.87 ,   4.002 , 0.8725E+03, 0.8839E+03, 0.1415E+03,  0.9871 ,G    9.2 ,  59.941 ,   Error ,  363.09 ,  363.11 ,     0:24:56
5870,  2023/06/16,09:34:05,855,  220.84 ,   4.007 , 0.8739E+03, 0.8850E+03, 0.1395E+03,  0.9875 ,G    9.1 ,  59.939 ,   Error ,  363.33 ,  363.36 ,     0:24:57
5871,  2023/06/16,09:34:06, 25,  220.59 ,   3.998 , 0.8714E+03, 0.8819E+03, 0.1359E+03,  0.9881 ,G    8.9 ,  59.934 ,   Error ,  363.40 ,  363.42 ,     0:24:58
5872,  2023/06/16,09:34:06,275,  220.77 ,   4.003 , 0.8724E+03, 0.8838E+03, 0.1413E+03,  0.9871 ,G    9.2 ,  59.941 ,   Error ,  363.46 ,  363.48 ,     0:24:58
5873,  2023/06/16,09:34:06,525,  221.13 ,   4.008 , 0.8751E+03, 0.8862E+03, 0.1400E+03,  0.9874 ,G    9.1 ,  59.936 ,   Error ,  363.52 ,  363.54 ,     0:24:58
5874,  2023/06/16,09:34:06,785,  220.74 ,   3.997 , 0.8718E+03, 0.8823E+03, 0.1357E+03,  0.9881 ,G    8.8 ,  59.936 ,   Error ,  363.58 ,  363.60 ,     0:24:58
5875,  2023/06/16,09:34:07, 25,  221.03 ,   3.999 , 0.8725E+03, 0.8839E+03, 0.1413E+03,  0.9871 ,G    9.2 ,  59.941 ,   Error ,  363.64 ,  363.66 ,     0:24:59
5876,  2023/06/16,09:34:07,265,  221.13 ,   4.005 , 0.8745E+03, 0.8856E+03, 0.1400E+03,  0.9874 ,G    9.1 ,  59.943 ,   Error ,  363.70 ,  363.72 ,     0:24:59
5877,  2023/06/16,09:34:07,525,  220.77 ,   3.992 , 0.8707E+03, 0.8812E+03, 0.1358E+03,  0.9881 ,G    8.9 ,  59.939 ,   Error ,  363.76 ,  363.78 ,     0:24:59
5878,  2023/06/16,09:34:07,765,  220.79 ,   3.999 , 0.8716E+03, 0.8830E+03, 0.1413E+03,  0.9871 ,G    9.2 ,  59.945 ,   Error ,  363.82 ,  363.84 ,     0:24:59
5879,  2023/06/16,09:34:08, 25,  220.99 ,   4.009 , 0.8747E+03, 0.8859E+03, 0.1408E+03,  0.9873 ,G    9.1 ,  59.943 ,   Error ,  363.88 ,  363.90 ,     0:25:00
5880,  2023/06/16,09:34:08,265,  220.63 ,   3.996 , 0.8711E+03, 0.8816E+03, 0.1359E+03,  0.9880 ,G    8.9 ,  59.943 ,   Error ,  363.94 ,  363.96 ,     0:25:00
5881,  2023/06/16,09:34:08,515,  221.03 ,   3.998 , 0.8721E+03, 0.8836E+03, 0.1421E+03,  0.9870 ,G    9.3 ,  59.945 ,   Error ,  364.00 ,  364.02 ,     0:25:00
5882,  2023/06/16,09:34:08,775,  221.09 ,   4.007 , 0.8745E+03, 0.8858E+03, 0.1412E+03,  0.9872 ,G    9.2 ,  59.945 ,   Error ,  364.06 ,  364.08 ,     0:25:00
5883,  2023/06/16,09:34:09, 15,  220.75 ,   3.990 , 0.8704E+03, 0.8809E+03, 0.1353E+03,  0.9881 ,G    8.8 ,  59.945 ,   Error ,  364.12 ,  364.14 ,     0:25:01
5884,  2023/06/16,09:34:09,275,  220.91 ,   3.997 , 0.8716E+03, 0.8830E+03, 0.1411E+03,  0.9872 ,G    9.2 ,  59.950 ,   Error ,  364.18 ,  364.20 ,     0:25:01
5885,  2023/06/16,09:34:09,515,  221.07 ,   4.006 , 0.8742E+03, 0.8855E+03, 0.1411E+03,  0.9872 ,G    9.2 ,  59.945 ,   Error ,  364.24 ,  364.26 ,     0:25:01
5886,  2023/06/16,09:34:09,785,  220.52 ,   3.995 , 0.8708E+03, 0.8810E+03, 0.1341E+03,  0.9883 ,G    8.8 ,  59.945 ,   Error ,  364.30 ,  364.32 ,     0:25:01
5887,  2023/06/16,09:34:10, 35,  220.87 ,   4.002 , 0.8727E+03, 0.8839E+03, 0.1400E+03,  0.9874 ,G    9.1 ,  59.948 ,   Error ,  364.36 ,  364.39 ,     0:25:02
5888,  2023/06/16,09:34:10,275,  221.01 ,   4.008 , 0.8747E+03, 0.8858E+03, 0.1397E+03,  0.9875 ,G    9.1 ,  59.948 ,   Error ,  364.42 ,  364.45 ,     0:25:02
5889,  2023/06/16,09:34:10,525,  220.77 ,   3.989 , 0.8706E+03, 0.8807E+03, 0.1333E+03,  0.9885 ,G    8.7 ,  59.948 ,   Error ,  364.49 ,  364.51 ,     0:25:02
5890,  2023/06/16,09:34:10,775,  221.00 ,   4.000 , 0.8728E+03, 0.8839E+03, 0.1399E+03,  0.9874 ,G    9.1 ,  59.948 ,   Error ,  364.55 ,  364.57 ,     0:25:02
5891,  2023/06/16,09:34:11, 35,  221.13 ,   4.005 , 0.8745E+03, 0.8857E+03, 0.1403E+03,  0.9874 ,G    9.1 ,  59.950 ,   Error ,  364.61 ,  364.63 ,     0:25:03
5892,  2023/06/16,09:34:11,275,  220.68 ,   3.987 , 0.8696E+03, 0.8799E+03, 0.1340E+03,  0.9883 ,G    8.8 ,  59.950 ,   Error ,  364.67 ,  364.69 ,     0:25:03
5893,  2023/06/16,09:34:11,525,  220.97 ,   3.998 , 0.8722E+03, 0.8835E+03, 0.1411E+03,  0.9872 ,G    9.2 ,  59.950 ,   Error ,  364.73 ,  364.75 ,     0:25:03
5894,  2023/06/16,09:34:11,765,  220.92 ,   4.008 , 0.8742E+03, 0.8855E+03, 0.1409E+03,  0.9873 ,G    9.2 ,  59.950 ,   Error ,  364.79 ,  364.81 ,     0:25:03
5895,  2023/06/16,09:34:12, 25,  220.59 ,   3.990 , 0.8699E+03, 0.8802E+03, 0.1342E+03,  0.9883 ,G    8.8 ,  59.952 ,   Error ,  364.85 ,  364.87 ,     0:25:04
5896,  2023/06/16,09:34:12,265,  221.01 ,   3.999 , 0.8724E+03, 0.8838E+03, 0.1415E+03,  0.9871 ,G    9.2 ,  59.959 ,   Error ,  364.91 ,  364.93 ,     0:25:04
5897,  2023/06/16,09:34:12,525,  221.25 ,   4.004 , 0.8746E+03, 0.8860E+03, 0.1415E+03,  0.9872 ,G    9.2 ,  59.954 ,   Error ,  364.97 ,  364.99 ,     0:25:04
5898,  2023/06/16,09:34:12,765,  221.21 ,   4.000 , 0.8738E+03, 0.8848E+03, 0.1387E+03,  0.9876 ,G    9.0 ,  59.959 ,   Error ,  365.03 ,  365.05 ,     0:25:04
5899,  2023/06/16,09:34:13, 25,  220.93 ,   3.994 , 0.8718E+03, 0.8825E+03, 0.1372E+03,  0.9878 ,G    8.9 ,  59.961 ,   Error ,  365.09 ,  365.11 ,     0:25:05
5900,  2023/06/16,09:34:13,275,  221.01 ,   3.993 , 0.8712E+03, 0.8825E+03, 0.1411E+03,  0.9871 ,G    9.2 ,  59.961 ,   Error ,  365.15 ,  365.17 ,     0:25:05
5901,  2023/06/16,09:34:13,525,  221.10 ,   4.003 , 0.8739E+03, 0.8849E+03, 0.1391E+03,  0.9876 ,G    9.0 ,  59.964 ,   Error ,  365.21 ,  365.23 ,     0:25:05
5902,  2023/06/16,09:34:13,775,  220.71 ,   3.999 , 0.8718E+03, 0.8825E+03, 0.1373E+03,  0.9878 ,G    9.0 ,  59.964 ,   Error ,  365.27 ,  365.29 ,     0:25:05
5903,  2023/06/16,09:34:14, 15,  220.87 ,   3.997 , 0.8713E+03, 0.8828E+03, 0.1418E+03,  0.9870 ,G    9.2 ,  59.962 ,   Error ,  365.33 ,  365.36 ,     0:25:06
5904,  2023/06/16,09:34:14,285,  221.09 ,   4.003 , 0.8740E+03, 0.8851E+03, 0.1399E+03,  0.9874 ,G    9.1 ,  59.964 ,   Error ,  365.39 ,  365.42 ,     0:25:06
5905,  2023/06/16,09:34:14,545,  220.95 ,   3.995 , 0.8718E+03, 0.8826E+03, 0.1376E+03,  0.9878 ,G    9.0 ,  59.966 ,   Error ,  365.46 ,  365.48 ,     0:25:06
5906,  2023/06/16,09:34:14,775,  221.03 ,   3.993 , 0.8712E+03, 0.8827E+03, 0.1419E+03,  0.9870 ,G    9.3 ,  59.964 ,   Error ,  365.52 ,  365.54 ,     0:25:06
5907,  2023/06/16,09:34:15, 35,  221.15 ,   4.002 , 0.8740E+03, 0.8850E+03, 0.1394E+03,  0.9875 ,G    9.1 ,  59.968 ,   Error ,  365.58 ,  365.60 ,     0:25:07
5908,  2023/06/16,09:34:15,285,  220.87 ,   3.993 , 0.8712E+03, 0.8819E+03, 0.1371E+03,  0.9878 ,G    8.9 ,  59.966 ,   Error ,  365.64 ,  365.66 ,     0:25:07
5909,  2023/06/16,09:34:15,525,  221.01 ,   3.997 , 0.8719E+03, 0.8834E+03, 0.1417E+03,  0.9870 ,G    9.2 ,  59.968 ,   Error ,  365.70 ,  365.72 ,     0:25:07
5910,  2023/06/16,09:34:15,785,  221.07 ,   4.005 , 0.8742E+03, 0.8853E+03, 0.1401E+03,  0.9874 ,G    9.1 ,  59.970 ,   Error ,  365.76 ,  365.78 ,     0:25:07
5911,  2023/06/16,09:34:16, 25,  220.73 ,   3.995 , 0.8712E+03, 0.8819E+03, 0.1369E+03,  0.9879 ,G    8.9 ,  59.970 ,   Error ,  365.82 ,  365.84 ,     0:25:08
5912,  2023/06/16,09:34:16,275,  220.94 ,   3.996 , 0.8714E+03, 0.8829E+03, 0.1418E+03,  0.9870 ,G    9.2 ,  59.968 ,   Error ,  365.88 ,  365.90 ,     0:25:08
5913,  2023/06/16,09:34:16,515,  221.15 ,   4.004 , 0.8742E+03, 0.8854E+03, 0.1403E+03,  0.9874 ,G    9.1 ,  59.972 ,   Error ,  365.94 ,  365.96 ,     0:25:08
5914,  2023/06/16,09:34:16,774,  220.89 ,   3.991 , 0.8707E+03, 0.8815E+03, 0.1371E+03,  0.9878 ,G    8.9 ,  59.970 ,   Error ,  366.00 ,  366.02 ,     0:25:08
5915,  2023/06/16,09:34:17, 24,  220.99 ,   3.996 , 0.8717E+03, 0.8831E+03, 0.1418E+03,  0.9870 ,G    9.2 ,  59.966 ,   Error ,  366.06 ,  366.08 ,     0:25:09
5916,  2023/06/16,09:34:17,264,  221.08 ,   4.005 , 0.8744E+03, 0.8855E+03, 0.1402E+03,  0.9874 ,G    9.1 ,  59.972 ,   Error ,  366.12 ,  366.14 ,     0:25:09
5917,  2023/06/16,09:34:17,524,  220.76 ,   3.997 , 0.8718E+03, 0.8824E+03, 0.1365E+03,  0.9880 ,G    8.9 ,  59.972 ,   Error ,  366.18 ,  366.20 ,     0:25:09
5918,  2023/06/16,09:34:17,774,  220.88 ,   4.003 , 0.8727E+03, 0.8842E+03, 0.1417E+03,  0.9871 ,G    9.2 ,  59.970 ,   Error ,  366.24 ,  366.26 ,     0:25:09
5919,  2023/06/16,09:34:18, 14,  220.95 ,   4.010 , 0.8750E+03, 0.8861E+03, 0.1401E+03,  0.9874 ,G    9.1 ,  59.976 ,   Error ,  366.30 ,  366.33 ,     0:25:10
5920,  2023/06/16,09:34:18,274,  220.72 ,   3.997 , 0.8717E+03, 0.8823E+03, 0.1359E+03,  0.9881 ,G    8.9 ,  59.972 ,   Error ,  366.36 ,  366.39 ,     0:25:10
5921,  2023/06/16,09:34:18,514,  221.00 ,   4.000 , 0.8726E+03, 0.8840E+03, 0.1415E+03,  0.9871 ,G    9.2 ,  59.974 ,   Error ,  366.43 ,  366.45 ,     0:25:10
5922,  2023/06/16,09:34:18,774,  221.06 ,   4.006 , 0.8744E+03, 0.8855E+03, 0.1398E+03,  0.9875 ,G    9.1 ,  59.974 ,   Error ,  366.49 ,  366.51 ,     0:25:10
5923,  2023/06/16,09:34:19, 14,  220.39 ,   3.995 , 0.8701E+03, 0.8804E+03, 0.1342E+03,  0.9883 ,G    8.8 ,  59.970 ,   Error ,  366.55 ,  366.57 ,     0:25:11
5924,  2023/06/16,09:34:19,274,  220.66 ,   4.002 , 0.8720E+03, 0.8831E+03, 0.1399E+03,  0.9874 ,G    9.1 ,  59.970 ,   Error ,  366.61 ,  366.63 ,     0:25:11
5925,  2023/06/16,09:34:19,514,  220.79 ,   4.013 , 0.8749E+03, 0.8860E+03, 0.1399E+03,  0.9875 ,G    9.1 ,  59.974 ,   Error ,  366.67 ,  366.69 ,     0:25:11
5926,  2023/06/16,09:34:19,774,  220.68 ,   3.994 , 0.8708E+03, 0.8813E+03, 0.1358E+03,  0.9881 ,G    8.9 ,  59.972 ,   Error ,  366.73 ,  366.75 ,     0:25:11
5927,  2023/06/16,09:34:20, 24,  220.77 ,   4.002 , 0.8722E+03, 0.8835E+03, 0.1410E+03,  0.9872 ,G    9.2 ,  59.968 ,   Error ,  366.79 ,  366.81 ,     0:25:12
5928,  2023/06/16,09:34:20,274,  220.78 ,   4.011 , 0.8746E+03, 0.8856E+03, 0.1396E+03,  0.9875 ,G    9.1 ,  59.970 ,   Error ,  366.85 ,  366.87 ,     0:25:12
5929,  2023/06/16,09:34:20,534,  220.15 ,   4.000 , 0.8704E+03, 0.8806E+03, 0.1340E+03,  0.9883 ,G    8.8 ,  59.964 ,   Error ,  366.91 ,  366.93 ,     0:25:12
5930,  2023/06/16,09:34:20,784,  220.37 ,   4.007 , 0.8719E+03, 0.8830E+03, 0.1396E+03,  0.9874 ,G    9.1 ,  59.966 ,   Error ,  366.97 ,  366.99 ,     0:25:12
5931,  2023/06/16,09:34:21, 24,  220.48 ,   4.014 , 0.8741E+03, 0.8850E+03, 0.1383E+03,  0.9877 ,G    9.0 ,  59.966 ,   Error ,  367.03 ,  367.05 ,     0:25:13
5932,  2023/06/16,09:34:21,264,  220.18 ,   4.001 , 0.8707E+03, 0.8809E+03, 0.1334E+03,  0.9885 ,G    8.7 ,  59.968 ,   Error ,  367.09 ,  367.11 ,     0:25:13
5933,  2023/06/16,09:34:21,514,  220.45 ,   4.007 , 0.8723E+03, 0.8834E+03, 0.1391E+03,  0.9875 ,G    9.1 ,  59.968 ,   Error ,  367.15 ,  367.17 ,     0:25:13
5934,  2023/06/16,09:34:21,764,  220.51 ,   4.014 , 0.8744E+03, 0.8852E+03, 0.1374E+03,  0.9879 ,G    8.9 ,  59.966 ,   Error ,  367.21 ,  367.23 ,     0:25:13
