"Store No.","Date","Time","Millisecond","V-1","A-1","W-1","VA-1","var-1","PF-1","deg-1","VHz-1","AHz-1","Wh-1","Wh+-1","TIME"
5633,  2023/05/12,11:13:21,422,  220.47 ,   5.512 , 1.1943E+03, 1.2151E+03, 0.2242E+03,  0.9828 ,G   10.6 ,  59.990 ,   Error ,  473.56 ,  473.65 ,     0:23:47
5634,  2023/05/12,11:13:21,662,  220.67 ,   5.517 , 1.1973E+03, 1.2175E+03, 0.2205E+03,  0.9835 ,G   10.4 ,  59.986 ,   Error ,  473.65 ,  473.73 ,     0:23:47
5635,  2023/05/12,11:13:21,932,  220.27 ,   5.502 , 1.1929E+03, 1.2120E+03, 0.2143E+03,  0.9842 ,G   10.2 ,  59.986 ,   Error ,  473.73 ,  473.82 ,     0:23:47
5636,  2023/05/12,11:13:22,172,  220.19 ,   5.496 , 1.1901E+03, 1.2102E+03, 0.2198E+03,  0.9834 ,G   10.5 ,  59.993 ,   Error ,  473.81 ,  473.90 ,     0:23:48
5637,  2023/05/12,11:13:22,432,  220.64 ,   5.517 , 1.1970E+03, 1.2173E+03, 0.2212E+03,  0.9834 ,G   10.5 ,  59.990 ,   Error ,  473.90 ,  473.98 ,     0:23:48
5638,  2023/05/12,11:13:22,672,  220.55 ,   5.516 , 1.1967E+03, 1.2165E+03, 0.2190E+03,  0.9837 ,G   10.4 ,  59.988 ,   Error ,  473.98 ,  474.06 ,     0:23:48
5639,  2023/05/12,11:13:22,922,  220.02 ,   5.502 , 1.1914E+03, 1.2104E+03, 0.2137E+03,  0.9843 ,G   10.2 ,  59.990 ,   Error ,  474.06 ,  474.15 ,     0:23:48
5640,  2023/05/12,11:13:23,182,  220.56 ,   5.515 , 1.1958E+03, 1.2165E+03, 0.2235E+03,  0.9830 ,G   10.6 ,  59.993 ,   Error ,  474.14 ,  474.23 ,     0:23:49
5641,  2023/05/12,11:13:23,432,  220.55 ,   5.516 , 1.1963E+03, 1.2165E+03, 0.2207E+03,  0.9834 ,G   10.5 ,  59.988 ,   Error ,  474.23 ,  474.31 ,     0:23:49
5642,  2023/05/12,11:13:23,672,  220.05 ,   5.493 , 1.1902E+03, 1.2087E+03, 0.2107E+03,  0.9847 ,G   10.0 ,  59.986 ,   Error ,  474.31 ,  474.40 ,     0:23:49
5643,  2023/05/12,11:13:23,922,  220.52 ,   5.509 , 1.1939E+03, 1.2149E+03, 0.2248E+03,  0.9827 ,G   10.7 ,  59.993 ,   Error ,  474.39 ,  474.48 ,     0:23:49
5644,  2023/05/12,11:13:24,172,  220.72 ,   5.517 , 1.1976E+03, 1.2177E+03, 0.2207E+03,  0.9834 ,G   10.4 ,  59.990 ,   Error ,  474.48 ,  474.56 ,     0:23:50
5645,  2023/05/12,11:13:24,412,  220.20 ,   5.499 , 1.1921E+03, 1.2109E+03, 0.2128E+03,  0.9844 ,G   10.1 ,  59.990 ,   Error ,  474.56 ,  474.65 ,     0:23:50
5646,  2023/05/12,11:13:24,682,  220.36 ,   5.498 , 1.1911E+03, 1.2116E+03, 0.2220E+03,  0.9831 ,G   10.6 ,  59.995 ,   Error ,  474.64 ,  474.73 ,     0:23:50
5647,  2023/05/12,11:13:24,922,  220.70 ,   5.516 , 1.1971E+03, 1.2173E+03, 0.2207E+03,  0.9834 ,G   10.4 ,  59.995 ,   Error ,  474.73 ,  474.81 ,     0:23:50
5648,  2023/05/12,11:13:25,182,  220.37 ,   5.510 , 1.1946E+03, 1.2141E+03, 0.2171E+03,  0.9839 ,G   10.3 ,  59.995 ,   Error ,  474.81 ,  474.89 ,     0:23:51
5649,  2023/05/12,11:13:25,432,  220.27 ,   5.493 , 1.1902E+03, 1.2099E+03, 0.2174E+03,  0.9837 ,G   10.4 ,  59.997 ,   Error ,  474.89 ,  474.98 ,     0:23:51
5650,  2023/05/12,11:13:25,662,  220.73 ,   5.516 , 1.1970E+03, 1.2176E+03, 0.2232E+03,  0.9830 ,G   10.6 ,  59.997 ,   Error ,  474.97 ,  475.06 ,     0:23:51
5651,  2023/05/12,11:13:25,932,  220.60 ,   5.514 , 1.1962E+03, 1.2163E+03, 0.2202E+03,  0.9835 ,G   10.4 ,  59.995 ,   Error ,  475.06 ,  475.14 ,     0:23:51
5652,  2023/05/12,11:13:26,172,  220.22 ,   5.492 , 1.1905E+03, 1.2094E+03, 0.2127E+03,  0.9844 ,G   10.1 ,  59.997 ,   Error ,  475.14 ,  475.23 ,     0:23:52
5653,  2023/05/12,11:13:26,432,  220.61 ,   5.512 , 1.1950E+03, 1.2160E+03, 0.2250E+03,  0.9827 ,G   10.7 ,  60.001 ,   Error ,  475.22 ,  475.31 ,     0:23:52
5654,  2023/05/12,11:13:26,672,  220.88 ,   5.515 , 1.1978E+03, 1.2183E+03, 0.2224E+03,  0.9832 ,G   10.5 ,  60.004 ,   Error ,  475.31 ,  475.39 ,     0:23:52
5655,  2023/05/12,11:13:26,932,  220.19 ,   5.497 , 1.1917E+03, 1.2104E+03, 0.2119E+03,  0.9846 ,G   10.1 ,  59.999 ,   Error ,  475.39 ,  475.47 ,     0:23:52
5656,  2023/05/12,11:13:27,182,  220.37 ,   5.507 , 1.1928E+03, 1.2136E+03, 0.2239E+03,  0.9828 ,G   10.6 ,  60.004 ,   Error ,  475.47 ,  475.56 ,     0:23:53
5657,  2023/05/12,11:13:27,432,  220.66 ,   5.520 , 1.1980E+03, 1.2181E+03, 0.2205E+03,  0.9835 ,G   10.4 ,  60.001 ,   Error ,  475.55 ,  475.64 ,     0:23:53
5658,  2023/05/12,11:13:27,672,  220.33 ,   5.509 , 1.1946E+03, 1.2137E+03, 0.2150E+03,  0.9842 ,G   10.2 ,  59.999 ,   Error ,  475.64 ,  475.72 ,     0:23:53
5659,  2023/05/12,11:13:27,922,  220.30 ,   5.500 , 1.1915E+03, 1.2115E+03, 0.2196E+03,  0.9834 ,G   10.4 ,  60.004 ,   Error ,  475.72 ,  475.81 ,     0:23:53
5660,  2023/05/12,11:13:28,172,  220.87 ,   5.518 , 1.1983E+03, 1.2188E+03, 0.2226E+03,  0.9832 ,G   10.5 ,  60.008 ,   Error ,  475.80 ,  475.89 ,     0:23:54
5661,  2023/05/12,11:13:28,412,  220.54 ,   5.516 , 1.1967E+03, 1.2166E+03, 0.2192E+03,  0.9836 ,G   10.4 ,  60.001 ,   Error ,  475.89 ,  475.97 ,     0:23:54
5662,  2023/05/12,11:13:28,682,  220.25 ,   5.494 , 1.1911E+03, 1.2101E+03, 0.2138E+03,  0.9843 ,G   10.2 ,  60.011 ,   Error ,  475.97 ,  476.06 ,     0:23:54
5663,  2023/05/12,11:13:28,922,  220.73 ,   5.516 , 1.1966E+03, 1.2175E+03, 0.2246E+03,  0.9828 ,G   10.6 ,  60.008 ,   Error ,  476.05 ,  476.14 ,     0:23:54
5664,  2023/05/12,11:13:29,172,  220.72 ,   5.519 , 1.1980E+03, 1.2182E+03, 0.2212E+03,  0.9834 ,G   10.5 ,  60.004 ,   Error ,  476.14 ,  476.22 ,     0:23:55
5665,  2023/05/12,11:13:29,432,  220.11 ,   5.494 , 1.1910E+03, 1.2093E+03, 0.2100E+03,  0.9848 ,G   10.0 ,  60.001 ,   Error ,  476.22 ,  476.30 ,     0:23:55
5666,  2023/05/12,11:13:29,672,  220.48 ,   5.509 , 1.1936E+03, 1.2145E+03, 0.2245E+03,  0.9828 ,G   10.7 ,  60.008 ,   Error ,  476.30 ,  476.39 ,     0:23:55
5667,  2023/05/12,11:13:29,922,  220.66 ,   5.517 , 1.1973E+03, 1.2174E+03, 0.2200E+03,  0.9835 ,G   10.4 ,  60.004 ,   Error ,  476.38 ,  476.47 ,     0:23:55
5668,  2023/05/12,11:13:30,162,  220.24 ,   5.502 , 1.1928E+03, 1.2117E+03, 0.2133E+03,  0.9844 ,G   10.1 ,  60.004 ,   Error ,  476.47 ,  476.55 ,     0:23:56
5669,  2023/05/12,11:13:30,422,  220.31 ,   5.499 , 1.1911E+03, 1.2114E+03, 0.2209E+03,  0.9832 ,G   10.5 ,  60.006 ,   Error ,  476.55 ,  476.64 ,     0:23:56
5670,  2023/05/12,11:13:30,672,  220.88 ,   5.515 , 1.1979E+03, 1.2181E+03, 0.2211E+03,  0.9834 ,G   10.5 ,  60.008 ,   Error ,  476.63 ,  476.72 ,     0:23:56
5671,  2023/05/12,11:13:30,932,  220.43 ,   5.509 , 1.1948E+03, 1.2144E+03, 0.2169E+03,  0.9839 ,G   10.3 ,  59.999 ,   Error ,  476.72 ,  476.80 ,     0:23:56
5672,  2023/05/12,11:13:31,192,  220.10 ,   5.494 , 1.1900E+03, 1.2093E+03, 0.2149E+03,  0.9841 ,G   10.2 ,  60.008 ,   Error ,  476.80 ,  476.89 ,     0:23:57
5673,  2023/05/12,11:13:31,432,  220.57 ,   5.516 , 1.1964E+03, 1.2168E+03, 0.2219E+03,  0.9832 ,G   10.5 ,  60.004 ,   Error ,  476.88 ,  476.97 ,     0:23:57
5674,  2023/05/12,11:13:31,682,  220.58 ,   5.517 , 1.1969E+03, 1.2170E+03, 0.2198E+03,  0.9836 ,G   10.4 ,  60.008 ,   Error ,  476.96 ,  477.05 ,     0:23:57
5675,  2023/05/12,11:13:31,922,  220.17 ,   5.489 , 1.1900E+03, 1.2086E+03, 0.2112E+03,  0.9846 ,G   10.1 ,  60.001 ,   Error ,  477.05 ,  477.13 ,     0:23:57
5676,  2023/05/12,11:13:32,192,  220.63 ,   5.510 , 1.1947E+03, 1.2156E+03, 0.2242E+03,  0.9828 ,G   10.6 ,  60.011 ,   Error ,  477.13 ,  477.22 ,     0:23:58
5677,  2023/05/12,11:13:32,422,  220.70 ,   5.516 , 1.1974E+03, 1.2174E+03, 0.2200E+03,  0.9835 ,G   10.4 ,  60.004 ,   Error ,  477.21 ,  477.30 ,     0:23:58
5678,  2023/05/12,11:13:32,662,  220.20 ,   5.495 , 1.1914E+03, 1.2100E+03, 0.2108E+03,  0.9847 ,G   10.0 ,  60.006 ,   Error ,  477.30 ,  477.38 ,     0:23:58
5679,  2023/05/12,11:13:32,931,  220.42 ,   5.500 , 1.1916E+03, 1.2122E+03, 0.2229E+03,  0.9829 ,G   10.6 ,  60.006 ,   Error ,  477.38 ,  477.47 ,     0:23:58
5680,  2023/05/12,11:13:33,181,  220.64 ,   5.515 , 1.1969E+03, 1.2168E+03, 0.2191E+03,  0.9837 ,G   10.4 ,  60.011 ,   Error ,  477.46 ,  477.55 ,     0:23:59
5681,  2023/05/12,11:13:33,431,  220.44 ,   5.501 , 1.1935E+03, 1.2127E+03, 0.2151E+03,  0.9841 ,G   10.2 ,  60.004 ,   Error ,  477.55 ,  477.63 ,     0:23:59
5682,  2023/05/12,11:13:33,661,  220.29 ,   5.491 , 1.1898E+03, 1.2097E+03, 0.2182E+03,  0.9836 ,G   10.4 ,  60.015 ,   Error ,  477.63 ,  477.71 ,     0:23:59
5683,  2023/05/12,11:13:33,931,  220.82 ,   5.509 , 1.1963E+03, 1.2166E+03, 0.2215E+03,  0.9833 ,G   10.5 ,  60.011 ,   Error ,  477.71 ,  477.80 ,     0:23:59
5684,  2023/05/12,11:13:34,171,  220.53 ,   5.510 , 1.1953E+03, 1.2151E+03, 0.2180E+03,  0.9838 ,G   10.3 ,  60.008 ,   Error ,  477.79 ,  477.88 ,     0:24:00
5685,  2023/05/12,11:13:34,421,  220.20 ,   5.486 , 1.1891E+03, 1.2080E+03, 0.2128E+03,  0.9844 ,G   10.1 ,  60.006 ,   Error ,  477.88 ,  477.96 ,     0:24:00
5686,  2023/05/12,11:13:34,671,  220.88 ,   5.508 , 1.1957E+03, 1.2166E+03, 0.2247E+03,  0.9828 ,G   10.6 ,  60.015 ,   Error ,  477.96 ,  478.05 ,     0:24:00
5687,  2023/05/12,11:13:34,921,  220.80 ,   5.511 , 1.1966E+03, 1.2168E+03, 0.2208E+03,  0.9834 ,G   10.5 ,  60.006 ,   Error ,  478.04 ,  478.13 ,     0:24:00
5688,  2023/05/12,11:13:35,191,  220.24 ,   5.489 , 1.1903E+03, 1.2088E+03, 0.2107E+03,  0.9847 ,G   10.0 ,  60.013 ,   Error ,  478.13 ,  478.21 ,     0:24:01
5689,  2023/05/12,11:13:35,431,  220.60 ,   5.502 , 1.1928E+03, 1.2138E+03, 0.2245E+03,  0.9828 ,G   10.7 ,  60.013 ,   Error ,  478.21 ,  478.29 ,     0:24:01
5690,  2023/05/12,11:13:35,681,  220.79 ,   5.517 , 1.1979E+03, 1.2180E+03, 0.2206E+03,  0.9835 ,G   10.4 ,  60.015 ,   Error ,  478.29 ,  478.38 ,     0:24:01
5691,  2023/05/12,11:13:35,941,  220.39 ,   5.498 , 1.1929E+03, 1.2117E+03, 0.2130E+03,  0.9844 ,G   10.1 ,  60.011 ,   Error ,  478.37 ,  478.46 ,     0:24:01
5692,  2023/05/12,11:13:36,181,  220.47 ,   5.500 , 1.1922E+03, 1.2127E+03, 0.2219E+03,  0.9831 ,G   10.5 ,  60.017 ,   Error ,  478.46 ,  478.54 ,     0:24:02
5693,  2023/05/12,11:13:36,421,  220.80 ,   5.516 , 1.1978E+03, 1.2179E+03, 0.2206E+03,  0.9835 ,G   10.4 ,  60.013 ,   Error ,  478.54 ,  478.63 ,     0:24:02
5694,  2023/05/12,11:13:36,681,  220.50 ,   5.505 , 1.1946E+03, 1.2140E+03, 0.2162E+03,  0.9840 ,G   10.3 ,  60.013 ,   Error ,  478.62 ,  478.71 ,     0:24:02
5695,  2023/05/12,11:13:36,931,  220.28 ,   5.488 , 1.1894E+03, 1.2089E+03, 0.2162E+03,  0.9839 ,G   10.3 ,  60.011 ,   Error ,  478.71 ,  478.79 ,     0:24:02
5696,  2023/05/12,11:13:37,171,  220.66 ,   5.513 , 1.1961E+03, 1.2164E+03, 0.2214E+03,  0.9833 ,G   10.5 ,  60.017 ,   Error ,  478.79 ,  478.88 ,     0:24:03
5697,  2023/05/12,11:13:37,431,  220.69 ,   5.509 , 1.1959E+03, 1.2159E+03, 0.2193E+03,  0.9836 ,G   10.4 ,  60.008 ,   Error ,  478.87 ,  478.96 ,     0:24:03
5698,  2023/05/12,11:13:37,681,  220.18 ,   5.488 , 1.1898E+03, 1.2083E+03, 0.2110E+03,  0.9846 ,G   10.1 ,  60.015 ,   Error ,  478.95 ,  479.04 ,     0:24:03
5699,  2023/05/12,11:13:37,931,  220.74 ,   5.505 , 1.1944E+03, 1.2153E+03, 0.2241E+03,  0.9828 ,G   10.6 ,  60.015 ,   Error ,  479.04 ,  479.12 ,     0:24:03
5700,  2023/05/12,11:13:38,181,  220.73 ,   5.512 , 1.1965E+03, 1.2166E+03, 0.2200E+03,  0.9835 ,G   10.4 ,  60.015 ,   Error ,  479.12 ,  479.21 ,     0:24:04
5701,  2023/05/12,11:13:38,431,  220.25 ,   5.484 , 1.1892E+03, 1.2078E+03, 0.2106E+03,  0.9847 ,G   10.0 ,  60.008 ,   Error ,  479.20 ,  479.29 ,     0:24:04
5702,  2023/05/12,11:13:38,681,  220.58 ,   5.495 , 1.1912E+03, 1.2121E+03, 0.2241E+03,  0.9828 ,G   10.7 ,  60.020 ,   Error ,  479.29 ,  479.37 ,     0:24:04
5703,  2023/05/12,11:13:38,921,  220.77 ,   5.509 , 1.1962E+03, 1.2162E+03, 0.2200E+03,  0.9835 ,G   10.4 ,  60.011 ,   Error ,  479.37 ,  479.46 ,     0:24:04
5704,  2023/05/12,11:13:39,181,  220.28 ,   5.496 , 1.1917E+03, 1.2106E+03, 0.2129E+03,  0.9844 ,G   10.1 ,  60.011 ,   Error ,  479.45 ,  479.54 ,     0:24:05
5705,  2023/05/12,11:13:39,431,  220.37 ,   5.488 , 1.1892E+03, 1.2094E+03, 0.2198E+03,  0.9833 ,G   10.5 ,  60.013 ,   Error ,  479.53 ,  479.62 ,     0:24:05
5706,  2023/05/12,11:13:39,671,  220.73 ,   5.508 , 1.1957E+03, 1.2158E+03, 0.2202E+03,  0.9835 ,G   10.4 ,  60.013 ,   Error ,  479.62 ,  479.70 ,     0:24:05
5707,  2023/05/12,11:13:39,931,  220.53 ,   5.500 , 1.1933E+03, 1.2129E+03, 0.2174E+03,  0.9838 ,G   10.3 ,  60.004 ,   Error ,  479.70 ,  479.79 ,     0:24:05
5708,  2023/05/12,11:13:40,171,  220.15 ,   5.483 , 1.1880E+03, 1.2072E+03, 0.2141E+03,  0.9841 ,G   10.2 ,  60.013 ,   Error ,  479.78 ,  479.87 ,     0:24:06
5709,  2023/05/12,11:13:40,431,  220.66 ,   5.505 , 1.1943E+03, 1.2148E+03, 0.2225E+03,  0.9831 ,G   10.6 ,  60.011 ,   Error ,  479.87 ,  479.95 ,     0:24:06
5710,  2023/05/12,11:13:40,671,  220.56 ,   5.507 , 1.1947E+03, 1.2147E+03, 0.2195E+03,  0.9835 ,G   10.4 ,  60.008 ,   Error ,  479.95 ,  480.04 ,     0:24:06
5711,  2023/05/12,11:13:40,931,  220.19 ,   5.480 , 1.1882E+03, 1.2067E+03, 0.2105E+03,  0.9847 ,G   10.0 ,  60.008 ,   Error ,  480.03 ,  480.12 ,     0:24:06
5712,  2023/05/12,11:13:41,171,  220.50 ,   5.502 , 1.1924E+03, 1.2131E+03, 0.2235E+03,  0.9829 ,G   10.6 ,  60.013 ,   Error ,  480.11 ,  480.20 ,     0:24:07
5713,  2023/05/12,11:13:41,431,  220.75 ,   5.507 , 1.1956E+03, 1.2157E+03, 0.2199E+03,  0.9835 ,G   10.4 ,  60.004 ,   Error ,  480.20 ,  480.28 ,     0:24:07
5714,  2023/05/12,11:13:41,671,  220.14 ,   5.489 , 1.1899E+03, 1.2083E+03, 0.2104E+03,  0.9847 ,G   10.0 ,  60.004 ,   Error ,  480.28 ,  480.37 ,     0:24:07
5715,  2023/05/12,11:13:41,931,  220.43 ,   5.491 , 1.1898E+03, 1.2104E+03, 0.2224E+03,  0.9830 ,G   10.6 ,  60.008 ,   Error ,  480.36 ,  480.45 ,     0:24:07
5716,  2023/05/12,11:13:42,171,  220.64 ,   5.509 , 1.1955E+03, 1.2154E+03, 0.2193E+03,  0.9836 ,G   10.4 ,  60.006 ,   Error ,  480.45 ,  480.53 ,     0:24:08
5717,  2023/05/12,11:13:42,411,  220.39 ,   5.497 , 1.1924E+03, 1.2116E+03, 0.2148E+03,  0.9842 ,G   10.2 ,  60.001 ,   Error ,  480.53 ,  480.62 ,     0:24:08
5718,  2023/05/12,11:13:42,661,  220.34 ,   5.486 , 1.1890E+03, 1.2089E+03, 0.2187E+03,  0.9835 ,G   10.4 ,  60.006 ,   Error ,  480.61 ,  480.70 ,     0:24:08
5719,  2023/05/12,11:13:42,921,  220.83 ,   5.504 , 1.1949E+03, 1.2154E+03, 0.2220E+03,  0.9832 ,G   10.5 ,  60.006 ,   Error ,  480.69 ,  480.78 ,     0:24:08
5720,  2023/05/12,11:13:43,171,  220.48 ,   5.505 , 1.1939E+03, 1.2137E+03, 0.2181E+03,  0.9837 ,G   10.4 ,  60.004 ,   Error ,  480.78 ,  480.86 ,     0:24:09
5721,  2023/05/12,11:13:43,421,  220.21 ,   5.482 , 1.1882E+03, 1.2071E+03, 0.2127E+03,  0.9844 ,G   10.1 ,  60.001 ,   Error ,  480.86 ,  480.95 ,     0:24:09
5722,  2023/05/12,11:13:43,671,  220.74 ,   5.507 , 1.1948E+03, 1.2156E+03, 0.2241E+03,  0.9829 ,G   10.6 ,  60.008 ,   Error ,  480.94 ,  481.03 ,     0:24:09
5723,  2023/05/12,11:13:43,911,  220.87 ,   5.506 , 1.1957E+03, 1.2161E+03, 0.2216E+03,  0.9833 ,G   10.5 ,  60.001 ,   Error ,  481.03 ,  481.11 ,     0:24:09
5724,  2023/05/12,11:13:44,161,  220.23 ,   5.485 , 1.1894E+03, 1.2080E+03, 0.2109E+03,  0.9846 ,G   10.1 ,  60.001 ,   Error ,  481.11 ,  481.20 ,     0:24:10
5725,  2023/05/12,11:13:44,421,  220.65 ,   5.497 , 1.1918E+03, 1.2129E+03, 0.2253E+03,  0.9826 ,G   10.7 ,  60.004 ,   Error ,  481.19 ,  481.28 ,     0:24:10
5726,  2023/05/12,11:13:44,671,  220.72 ,   5.510 , 1.1960E+03, 1.2161E+03, 0.2205E+03,  0.9834 ,G   10.4 ,  60.001 ,   Error ,  481.27 ,  481.36 ,     0:24:10
5727,  2023/05/12,11:13:44,931,  220.37 ,   5.490 , 1.1911E+03, 1.2099E+03, 0.2129E+03,  0.9844 ,G   10.1 ,  59.999 ,   Error ,  481.36 ,  481.44 ,     0:24:10
5728,  2023/05/12,11:13:45,171,  220.39 ,   5.495 , 1.1904E+03, 1.2110E+03, 0.2225E+03,  0.9830 ,G   10.6 ,  60.004 ,   Error ,  481.44 ,  481.53 ,     0:24:11
5729,  2023/05/12,11:13:45,421,  220.85 ,   5.509 , 1.1964E+03, 1.2166E+03, 0.2209E+03,  0.9834 ,G   10.5 ,  60.004 ,   Error ,  481.52 ,  481.61 ,     0:24:11
5730,  2023/05/12,11:13:45,671,  220.33 ,   5.504 , 1.1934E+03, 1.2128E+03, 0.2157E+03,  0.9841 ,G   10.2 ,  59.997 ,   Error ,  481.61 ,  481.69 ,     0:24:11
5731,  2023/05/12,11:13:45,931,  220.28 ,   5.486 , 1.1888E+03, 1.2085E+03, 0.2174E+03,  0.9837 ,G   10.4 ,  59.999 ,   Error ,  481.69 ,  481.77 ,     0:24:11
5732,  2023/05/12,11:13:46,171,  220.52 ,   5.512 , 1.1952E+03, 1.2155E+03, 0.2208E+03,  0.9834 ,G   10.5 ,  59.999 ,   Error ,  481.77 ,  481.86 ,     0:24:12
5733,  2023/05/12,11:13:46,421,  220.47 ,   5.508 , 1.1945E+03, 1.2144E+03, 0.2189E+03,  0.9836 ,G   10.4 ,  59.995 ,   Error ,  481.85 ,  481.94 ,     0:24:12
5734,  2023/05/12,11:13:46,681,  219.94 ,   5.489 , 1.1886E+03, 1.2072E+03, 0.2110E+03,  0.9846 ,G   10.1 ,  59.995 ,   Error ,  481.94 ,  482.02 ,     0:24:12
5735,  2023/05/12,11:13:46,921,  220.49 ,   5.508 , 1.1937E+03, 1.2144E+03, 0.2233E+03,  0.9830 ,G   10.6 ,  59.995 ,   Error ,  482.02 ,  482.11 ,     0:24:12
5736,  2023/05/12,11:13:47,181,  220.42 ,   5.517 , 1.1962E+03, 1.2161E+03, 0.2193E+03,  0.9836 ,G   10.4 ,  59.993 ,   Error ,  482.10 ,  482.19 ,     0:24:13
5737,  2023/05/12,11:13:47,421,  220.10 ,   5.488 , 1.1892E+03, 1.2078E+03, 0.2110E+03,  0.9846 ,G   10.1 ,  59.990 ,   Error ,  482.18 ,  482.27 ,     0:24:13
5738,  2023/05/12,11:13:47,671,  220.35 ,   5.498 , 1.1908E+03, 1.2115E+03, 0.2230E+03,  0.9829 ,G   10.6 ,  59.999 ,   Error ,  482.27 ,  482.35 ,     0:24:13
5739,  2023/05/12,11:13:47,931,  220.71 ,   5.506 , 1.1951E+03, 1.2152E+03, 0.2201E+03,  0.9835 ,G   10.4 ,  59.990 ,   Error ,  482.35 ,  482.44 ,     0:24:13
5740,  2023/05/12,11:13:48,181,  220.23 ,   5.494 , 1.1910E+03, 1.2100E+03, 0.2135E+03,  0.9843 ,G   10.2 ,  59.988 ,   Error ,  482.43 ,  482.52 ,     0:24:14
5741,  2023/05/12,11:13:48,421,  220.13 ,   5.487 , 1.1879E+03, 1.2079E+03, 0.2187E+03,  0.9835 ,G   10.4 ,  59.988 ,   Error ,  482.52 ,  482.60 ,     0:24:14
5742,  2023/05/12,11:13:48,671,  220.56 ,   5.508 , 1.1948E+03, 1.2149E+03, 0.2200E+03,  0.9835 ,G   10.4 ,  59.990 ,   Error ,  482.60 ,  482.69 ,     0:24:14
5743,  2023/05/12,11:13:48,931,  220.42 ,   5.499 , 1.1923E+03, 1.2120E+03, 0.2178E+03,  0.9837 ,G   10.3 ,  59.986 ,   Error ,  482.68 ,  482.77 ,     0:24:14
5744,  2023/05/12,11:13:49,181,  220.02 ,   5.486 , 1.1879E+03, 1.2070E+03, 0.2140E+03,  0.9842 ,G   10.2 ,  59.990 ,   Error ,  482.76 ,  482.85 ,     0:24:15
5745,  2023/05/12,11:13:49,431,  220.69 ,   5.504 , 1.1940E+03, 1.2147E+03, 0.2231E+03,  0.9830 ,G   10.6 ,  59.993 ,   Error ,  482.85 ,  482.93 ,     0:24:15
5746,  2023/05/12,11:13:49,681,  220.47 ,   5.507 , 1.1941E+03, 1.2141E+03, 0.2195E+03,  0.9835 ,G   10.4 ,  59.986 ,   Error ,  482.93 ,  483.02 ,     0:24:15
5747,  2023/05/12,11:13:49,921,  220.25 ,   5.477 , 1.1877E+03, 1.2064E+03, 0.2116E+03,  0.9845 ,G   10.1 ,  59.988 ,   Error ,  483.01 ,  483.10 ,     0:24:15
5748,  2023/05/12,11:13:50,171,  220.49 ,   5.497 , 1.1912E+03, 1.2120E+03, 0.2238E+03,  0.9828 ,G   10.6 ,  59.988 ,   Error ,  483.09 ,  483.18 ,     0:24:16
5749,  2023/05/12,11:13:50,421,  220.70 ,   5.505 , 1.1947E+03, 1.2149E+03, 0.2203E+03,  0.9834 ,G   10.4 ,  59.988 ,   Error ,  483.18 ,  483.26 ,     0:24:16
5750,  2023/05/12,11:13:50,671,  220.22 ,   5.486 , 1.1893E+03, 1.2081E+03, 0.2123E+03,  0.9844 ,G   10.1 ,  59.984 ,   Error ,  483.26 ,  483.35 ,     0:24:16
5751,  2023/05/12,11:13:50,931,  220.38 ,   5.490 , 1.1893E+03, 1.2099E+03, 0.2227E+03,  0.9829 ,G   10.6 ,  59.990 ,   Error ,  483.34 ,  483.43 ,     0:24:16
5752,  2023/05/12,11:13:51,171,  220.62 ,   5.505 , 1.1945E+03, 1.2145E+03, 0.2196E+03,  0.9835 ,G   10.4 ,  59.984 ,   Error ,  483.43 ,  483.51 ,     0:24:17
5753,  2023/05/12,11:13:51,421,  220.31 ,   5.493 , 1.1910E+03, 1.2102E+03, 0.2145E+03,  0.9842 ,G   10.2 ,  59.984 ,   Error ,  483.51 ,  483.60 ,     0:24:17
5754,  2023/05/12,11:13:51,674,  220.06 ,   5.486 , 1.1877E+03, 1.2074E+03, 0.2173E+03,  0.9837 ,G   10.4 ,  59.986 ,   Error ,  483.59 ,  483.68 ,     0:24:17
5755,  2023/05/12,11:13:51,920,  220.76 ,   5.504 , 1.1946E+03, 1.2150E+03, 0.2219E+03,  0.9832 ,G   10.5 ,  59.988 ,   Error ,  483.67 ,  483.76 ,     0:24:17
5756,  2023/05/12,11:13:52,180,  220.30 ,   5.502 , 1.1925E+03, 1.2121E+03, 0.2171E+03,  0.9838 ,G   10.3 ,  59.979 ,   Error ,  483.76 ,  483.84 ,     0:24:18
5757,  2023/05/12,11:13:52,430,  219.93 ,   5.479 , 1.1864E+03, 1.2051E+03, 0.2111E+03,  0.9845 ,G   10.1 ,  59.988 ,   Error ,  483.84 ,  483.93 ,     0:24:18
5758,  2023/05/12,11:13:52,680,  220.32 ,   5.503 , 1.1921E+03, 1.2125E+03, 0.2214E+03,  0.9832 ,G   10.5 ,  59.988 ,   Error ,  483.92 ,  484.01 ,     0:24:18
5759,  2023/05/12,11:13:52,920,  220.42 ,   5.503 , 1.1932E+03, 1.2131E+03, 0.2185E+03,  0.9837 ,G   10.4 ,  59.988 ,   Error ,  484.00 ,  484.09 ,     0:24:18
5760,  2023/05/12,11:13:53,190,  219.82 ,   5.481 , 1.1867E+03, 1.2048E+03, 0.2082E+03,  0.9849 ,G   10.0 ,  59.981 ,   Error ,  484.09 ,  484.17 ,     0:24:19
